Shot number R625
%Type of Solver: Non-equilibrium
%Chemical kinetic model: 12 species Martian air (With ionisation)
%Area ratio of the nozzle: 1.600000e+03
%Experimental data provided by the user
% 	 Incident shock velocity: 3192 ms^-1       
%	 Driven tube fill pressure:6.000000e-02 bar        
%	 Driven tube temperature:300 K          
%	 Reservoir pressure (p5):5.286000e+01 bar 
%	 Free stream pitot pressure (p02):6.560000e-02 bar 
%	 Free stream stagnationpoint heat flux (q):230 Wm^-2 
%Nozzle inlet conditions
% 	 Pressure(P5): 5.286000e+01 bar       
% 	 Temperature(T5): 3.111100e+03 K       
% 	 Enthalpy(h5): -3804 kJ/kgK       
% 	 Density(rho5): 8.106100e+00 kg/m^3       
% 	 Species Mass fraction [Ar C N O C2 N2 O2 CN CO NO CO2 NCO C+ O+ CO+ NO+ e-]: 0.019302  1.6457e-12  2.0825e-07   0.0025475  4.7946e-18    0.016852    0.063711  1.8331e-10      0.1181   0.0043896      0.7751    1.94e-08  1.5761e-27  9.3518e-21  1.0155e-18  1.5325e-11  2.8018e-16        
% 	 Gamma(gamma5): 1.117600e+00        
%Noneq simulation started 6.409455e-04% downstream of throat.
%Concentrations listed in mass fractions
       %A/A*   rho(kg/m3)         T(K)        P(pa)       u(m/s)           Ar            C            N            O           C2           N2           O2           CN           CO           NO          CO2          NCO           C+           O+          CO+          NO+           e-
1.000500e+00 5.805700e+00 2.612600e+03 2.993237e+06 7.772068e+02 1.930100e-02 2.441100e-15 7.989200e-09 2.950600e-04 5.749700e-22 1.832300e-02 2.262700e-02 1.786400e-12 3.939600e-02 1.393800e-03 8.986600e-01 7.919900e-10 3.975200e-26 9.536600e-20 9.173900e-18 4.737700e-11 7.792600e-16
1.000502e+00 5.803524e+00 2.612436e+03 2.991927e+06 7.774971e+02 1.930100e-02 3.727475e-10 7.987730e-09 2.950595e-04 4.445707e-21 1.832300e-02 2.262700e-02 1.922452e-12 3.939600e-02 1.393800e-03 8.986600e-01 7.965244e-10 2.109015e-25 9.536600e-20 9.198115e-18 4.737700e-11 7.792600e-16
1.000503e+00 5.801677e+00 2.612297e+03 2.990816e+06 7.777434e+02 1.930100e-02 7.440309e-10 7.986255e-09 2.950590e-04 1.614029e-20 1.832300e-02 2.262700e-02 2.331641e-12 3.939600e-02 1.393800e-03 8.986600e-01 8.010432e-10 7.230878e-25 9.536600e-20 9.270567e-18 4.737700e-11 7.792600e-16
1.000505e+00 5.800042e+00 2.612174e+03 2.989832e+06 7.779613e+02 1.930100e-02 1.113957e-09 7.984777e-09 2.950585e-04 3.580388e-20 1.832300e-02 2.262700e-02 3.011389e-12 3.939600e-02 1.393800e-03 8.986600e-01 8.055489e-10 1.574320e-24 9.536600e-20 9.390955e-18 4.737700e-11 7.792600e-16
1.000506e+00 5.798561e+00 2.612063e+03 2.988941e+06 7.781589e+02 1.930100e-02 1.482597e-09 7.983297e-09 2.950580e-04 6.358805e-20 1.832300e-02 2.262701e-02 3.959249e-12 3.939600e-02 1.393800e-03 8.986600e-01 8.100441e-10 2.762799e-24 9.536600e-20 9.559007e-18 4.737700e-11 7.792600e-16
1.000509e+00 5.796008e+00 2.611871e+03 2.987406e+06 7.784991e+02 1.930100e-02 2.189610e-09 7.980444e-09 2.950571e-04 1.406536e-19 1.832300e-02 2.262701e-02 6.533104e-12 3.939600e-02 1.393800e-03 8.986600e-01 8.186857e-10 5.998105e-24 9.536600e-20 1.001636e-17 4.737700e-11 7.792600e-16
1.000512e+00 5.793747e+00 2.611700e+03 2.986046e+06 7.788006e+02 1.930100e-02 2.892310e-09 7.977593e-09 2.950562e-04 2.496194e-19 1.832300e-02 2.262701e-02 1.007790e-11 3.939600e-02 1.393800e-03 8.986600e-01 8.273111e-10 1.046890e-23 9.536600e-20 1.064816e-17 4.737700e-11 7.792600e-16
1.000518e+00 5.790245e+00 2.611436e+03 2.983939e+06 7.792675e+02 1.930100e-02 4.117651e-09 7.972595e-09 2.950545e-04 5.223059e-19 1.832300e-02 2.262702e-02 1.861341e-11 3.939600e-02 1.393800e-03 8.986600e-01 8.424776e-10 2.129057e-23 9.536599e-20 1.217681e-17 4.737700e-11 7.792601e-16
1.000523e+00 5.787165e+00 2.611204e+03 2.982086e+06 7.796780e+02 1.930100e-02 5.331016e-09 7.967626e-09 2.950529e-04 9.039844e-19 1.832300e-02 2.262702e-02 3.002119e-11 3.939600e-02 1.393800e-03 8.986600e-01 8.577092e-10 3.584869e-23 9.536599e-20 1.423229e-17 4.737700e-11 7.792601e-16
1.000532e+00 5.782808e+00 2.610875e+03 2.979466e+06 7.802588e+02 1.930100e-02 7.255077e-09 7.959727e-09 2.950502e-04 1.762872e-18 1.832300e-02 2.262703e-02 5.414098e-11 3.939600e-02 1.393800e-03 8.986600e-01 8.824727e-10 6.691253e-23 9.536598e-20 1.861543e-17 4.737700e-11 7.792602e-16
1.000540e+00 5.778960e+00 2.610585e+03 2.977152e+06 7.807716e+02 1.930100e-02 9.151252e-09 7.951946e-09 2.950476e-04 2.950447e-18 1.832300e-02 2.262704e-02 8.516537e-11 3.939600e-02 1.393800e-03 8.986600e-01 9.078430e-10 1.073132e-22 9.536597e-20 2.431168e-17 4.737700e-11 7.792603e-16
1.000554e+00 5.773479e+00 2.610170e+03 2.973856e+06 7.815021e+02 1.930100e-02 1.215216e-08 7.939695e-09 2.950434e-04 5.638718e-18 1.832300e-02 2.262705e-02 1.489661e-10 3.939600e-02 1.393800e-03 8.986600e-01 9.506590e-10 1.916796e-22 9.536594e-20 3.619383e-17 4.737700e-11 7.792605e-16
1.000568e+00 5.768629e+00 2.609804e+03 2.970941e+06 7.821483e+02 1.930100e-02 1.508746e-08 7.927848e-09 2.950393e-04 9.395746e-18 1.832300e-02 2.262706e-02 2.288507e-10 3.939600e-02 1.393800e-03 8.986599e-01 9.966327e-10 2.992926e-22 9.536591e-20 5.132877e-17 4.737700e-11 7.792608e-16
1.000590e+00 5.761840e+00 2.609290e+03 2.966860e+06 7.830528e+02 1.930100e-02 1.959572e-08 7.910058e-09 2.950328e-04 1.785423e-17 1.832300e-02 2.262708e-02 3.851147e-10 3.939600e-02 1.393800e-03 8.986599e-01 1.077767e-09 5.151765e-22 9.536585e-20 8.162676e-17 4.737700e-11 7.792614e-16
1.000612e+00 5.755813e+00 2.608833e+03 2.963238e+06 7.838556e+02 1.930100e-02 2.395682e-08 7.893492e-09 2.950265e-04 2.988059e-17 1.832300e-02 2.262710e-02 5.750856e-10 3.939600e-02 1.393799e-03 8.986599e-01 1.171808e-09 7.857463e-22 9.536578e-20 1.194911e-16 4.737700e-11 7.792621e-16
1.000646e+00 5.747447e+00 2.608199e+03 2.958212e+06 7.849698e+02 1.930100e-02 3.048728e-08 7.870319e-09 2.950169e-04 5.717176e-17 1.832300e-02 2.262713e-02 9.305481e-10 3.939601e-02 1.393799e-03 8.986599e-01 1.350320e-09 1.313236e-21 9.536564e-20 1.929811e-16 4.737700e-11 7.792635e-16
1.000680e+00 5.739997e+00 2.607633e+03 2.953736e+06 7.859617e+02 1.930100e-02 3.670058e-08 7.850686e-09 2.950075e-04 9.666165e-17 1.832300e-02 2.262716e-02 1.348044e-09 3.939601e-02 1.393798e-03 8.986598e-01 1.573723e-09 1.964324e-21 9.536548e-20 2.831360e-16 4.737700e-11 7.792653e-16
1.000730e+00 5.730147e+00 2.606884e+03 2.947821e+06 7.872732e+02 1.930100e-02 4.534969e-08 7.828743e-09 2.949941e-04 1.819093e-16 1.832300e-02 2.262720e-02 2.056971e-09 3.939601e-02 1.393797e-03 8.986598e-01 1.998000e-09 3.143570e-21 9.536520e-20 4.449174e-16 4.737699e-11 7.792684e-16
1.000781e+00 5.721315e+00 2.606211e+03 2.942518e+06 7.884487e+02 1.930100e-02 5.340234e-08 7.815911e-09 2.949813e-04 3.044994e-16 1.832300e-02 2.262724e-02 2.851204e-09 3.939602e-02 1.393796e-03 8.986598e-01 2.543705e-09 4.570606e-21 9.536489e-20 6.382618e-16 4.737699e-11 7.792721e-16
1.000854e+00 5.709781e+00 2.605332e+03 2.935595e+06 7.899836e+02 1.930100e-02 6.412754e-08 7.814772e-09 2.949636e-04 5.601800e-16 1.832300e-02 2.262729e-02 4.108027e-09 3.939603e-02 1.393794e-03 8.986597e-01 3.562020e-09 7.062906e-21 9.536442e-20 9.698243e-16 4.737699e-11 7.792786e-16
1.000927e+00 5.699379e+00 2.604537e+03 2.929353e+06 7.913674e+02 1.930100e-02 7.381620e-08 7.835456e-09 2.949469e-04 9.193318e-16 1.832300e-02 2.262735e-02 5.440210e-09 3.939604e-02 1.393791e-03 8.986597e-01 4.846625e-09 1.003420e-20 9.536394e-20 1.355749e-15 4.737698e-11 7.792861e-16
1.001034e+00 5.685725e+00 2.603492e+03 2.921163e+06 7.931836e+02 1.930100e-02 8.626342e-08 7.905622e-09 2.949242e-04 1.644689e-15 1.832300e-02 2.262742e-02 7.423339e-09 3.939606e-02 1.393787e-03 8.986596e-01 7.155306e-09 1.517002e-20 9.536332e-20 2.000648e-15 4.737698e-11 7.792986e-16
1.001140e+00 5.673367e+00 2.602545e+03 2.913753e+06 7.948269e+02 1.930100e-02 9.701818e-08 8.022866e-09 2.949031e-04 2.623868e-15 1.832300e-02 2.262749e-02 9.387325e-09 3.939608e-02 1.393783e-03 8.986595e-01 9.922900e-09 2.124716e-20 9.536290e-20 2.731719e-15 4.737697e-11 7.793128e-16
1.001289e+00 5.657671e+00 2.601339e+03 2.904345e+06 7.969135e+02 1.930100e-02 1.096662e-07 8.260435e-09 2.948759e-04 4.421675e-15 1.832300e-02 2.262758e-02 1.199524e-08 3.939612e-02 1.393776e-03 8.986594e-01 1.438910e-08 3.128408e-20 9.536287e-20 3.873242e-15 4.737697e-11 7.793351e-16
1.001438e+00 5.643388e+00 2.600239e+03 2.895788e+06 7.988116e+02 1.930100e-02 1.199666e-07 8.572434e-09 2.948508e-04 6.692373e-15 1.832300e-02 2.262766e-02 1.436908e-08 3.939616e-02 1.393768e-03 8.986593e-01 1.932624e-08 4.307257e-20 9.536372e-20 5.126995e-15 4.737696e-11 7.793596e-16
1.001643e+00 5.625464e+00 2.598855e+03 2.885055e+06 8.011929e+02 1.930100e-02 1.310713e-07 9.092811e-09 2.948190e-04 1.048697e-14 1.832300e-02 2.262777e-02 1.719376e-08 3.939623e-02 1.393758e-03 8.986591e-01 2.646067e-08 6.207941e-20 9.536672e-20 6.989715e-15 4.737697e-11 7.793962e-16
1.001848e+00 5.609076e+00 2.597587e+03 2.875247e+06 8.033695e+02 1.930100e-02 1.393694e-07 9.679943e-09 2.947895e-04 1.490547e-14 1.832300e-02 2.262788e-02 1.951289e-08 3.939630e-02 1.393749e-03 8.986590e-01 3.358134e-08 8.423760e-20 9.537219e-20 8.970023e-15 4.737698e-11 7.794352e-16
1.002128e+00 5.588551e+00 2.595995e+03 2.862969e+06 8.060947e+02 1.930100e-02 1.473486e-07 1.051733e-08 2.947516e-04 2.162334e-14 1.832300e-02 2.262801e-02 2.195589e-08 3.939640e-02 1.393736e-03 8.986587e-01 4.270199e-08 1.194225e-19 9.538393e-20 1.180027e-14 4.737702e-11 7.794914e-16
1.002408e+00 5.569714e+00 2.594529e+03 2.851709e+06 8.085949e+02 1.930100e-02 1.524888e-07 1.132692e-08 2.947152e-04 2.876535e-14 1.832300e-02 2.262813e-02 2.370625e-08 3.939651e-02 1.393724e-03 8.986585e-01 5.071948e-08 1.599841e-19 9.540055e-20 1.471523e-14 4.737709e-11 7.795496e-16
1.002782e+00 5.546562e+00 2.592721e+03 2.837877e+06 8.116671e+02 1.930100e-02 1.563887e-07 1.228100e-08 2.946675e-04 3.840794e-14 1.832300e-02 2.262829e-02 2.524308e-08 3.939667e-02 1.393711e-03 8.986583e-01 5.943486e-08 2.219535e-19 9.542963e-20 1.866391e-14 4.737720e-11 7.796289e-16
1.003156e+00 5.525226e+00 2.591050e+03 2.825138e+06 8.144973e+02 1.930100e-02 1.580600e-07 1.304592e-08 2.946194e-04 4.770432e-14 1.832301e-02 2.262844e-02 2.613323e-08 3.939682e-02 1.393699e-03 8.986580e-01 6.595327e-08 2.920512e-19 9.546518e-20 2.261490e-14 4.737733e-11 7.797088e-16
1.003650e+00 5.499247e+00 2.589008e+03 2.809639e+06 8.179426e+02 1.930100e-02 1.582776e-07 1.376296e-08 2.945542e-04 5.891995e-14 1.832301e-02 2.262864e-02 2.668978e-08 3.939703e-02 1.393686e-03 8.986577e-01 7.175083e-08 3.954827e-19 9.551912e-20 2.776090e-14 4.737754e-11 7.798134e-16
1.004144e+00 5.475217e+00 2.587112e+03 2.795313e+06 8.211285e+02 1.930100e-02 1.572302e-07 1.419892e-08 2.944860e-04 6.868991e-14 1.832301e-02 2.262883e-02 2.682748e-08 3.939724e-02 1.393675e-03 8.986574e-01 7.515005e-08 5.099216e-19 9.557810e-20 3.279425e-14 4.737776e-11 7.799161e-16
1.004787e+00 5.446212e+00 2.584814e+03 2.778036e+06 8.249731e+02 1.930100e-02 1.549940e-07 1.446565e-08 2.943918e-04 7.917835e-14 1.832302e-02 2.262908e-02 2.668781e-08 3.939751e-02 1.393663e-03 8.986569e-01 7.723595e-08 6.730509e-19 9.565822e-20 3.914899e-14 4.737807e-11 7.800461e-16
1.005430e+00 5.419292e+00 2.582673e+03 2.762014e+06 8.285406e+02 1.930100e-02 1.523731e-07 1.451507e-08 2.942916e-04 8.733051e-14 1.832302e-02 2.262933e-02 2.637845e-08 3.939777e-02 1.393652e-03 8.986565e-01 7.773211e-08 8.497686e-19 9.573879e-20 4.526913e-14 4.737837e-11 7.801715e-16
1.006259e+00 5.387064e+00 2.580097e+03 2.742850e+06 8.328108e+02 1.930100e-02 1.489249e-07 1.441239e-08 2.941540e-04 9.492482e-14 1.832303e-02 2.262965e-02 2.589625e-08 3.939809e-02 1.393640e-03 8.986560e-01 7.721202e-08 1.093912e-18 9.583988e-20 5.281660e-14 4.737873e-11 7.803260e-16
1.007088e+00 5.357060e+00 2.577687e+03 2.725027e+06 8.367856e+02 1.930100e-02 1.456091e-07 1.422521e-08 2.940076e-04 9.989560e-14 1.832303e-02 2.262997e-02 2.539961e-08 3.939841e-02 1.393629e-03 8.986556e-01 7.611978e-08 1.353538e-18 9.593622e-20 6.001512e-14 4.737907e-11 7.804731e-16
1.008145e+00 5.321417e+00 2.574810e+03 2.703875e+06 8.415072e+02 1.930100e-02 1.416792e-07 1.395207e-08 2.938096e-04 1.034059e-13 1.832304e-02 2.263038e-02 2.479531e-08 3.939879e-02 1.393615e-03 8.986550e-01 7.449649e-08 1.702228e-18 9.605114e-20 6.873028e-14 4.737945e-11 7.806508e-16
1.009203e+00 5.288143e+00 2.572110e+03 2.684150e+06 8.459148e+02 1.930100e-02 1.380741e-07 1.367981e-08 2.936005e-04 1.046365e-13 1.832305e-02 2.263080e-02 2.423539e-08 3.939916e-02 1.393601e-03 8.986544e-01 7.287455e-08 2.066734e-18 9.615743e-20 7.698554e-14 4.737979e-11 7.808187e-16
1.010538e+00 5.248898e+00 2.568907e+03 2.660912e+06 8.511137e+02 1.930100e-02 1.339247e-07 1.335814e-08 2.933229e-04 1.040429e-13 1.832306e-02 2.263132e-02 2.358907e-08 3.939960e-02 1.393585e-03 8.986537e-01 7.096242e-08 2.543221e-18 9.628014e-20 8.681957e-14 4.738015e-11 7.810179e-16
1.011874e+00 5.212169e+00 2.565892e+03 2.639191e+06 8.559796e+02 1.930100e-02 1.301444e-07 1.306335e-08 2.930323e-04 1.019279e-13 1.832307e-02 2.263185e-02 2.299963e-08 3.940002e-02 1.393569e-03 8.986531e-01 6.921568e-08 3.032656e-18 9.639135e-20 9.607580e-14 4.738045e-11 7.812047e-16
1.013545e+00 5.169141e+00 2.562336e+03 2.613776e+06 8.616815e+02 1.930100e-02 1.258358e-07 1.272778e-08 2.926534e-04 9.810323e-14 1.832308e-02 2.263251e-02 2.232710e-08 3.940052e-02 1.393550e-03 8.986523e-01 6.723371e-08 3.655166e-18 9.651602e-20 1.069318e-13 4.738075e-11 7.814229e-16
1.015218e+00 5.128783e+00 2.558979e+03 2.589970e+06 8.670311e+02 1.930100e-02 1.219061e-07 1.242231e-08 2.922600e-04 9.364169e-14 1.832309e-02 2.263317e-02 2.171270e-08 3.940099e-02 1.393531e-03 8.986516e-01 6.543505e-08 4.282505e-18 9.662644e-20 1.170809e-13 4.738098e-11 7.816258e-16
1.017294e+00 5.081801e+00 2.555043e+03 2.562298e+06 8.732614e+02 1.930100e-02 1.174591e-07 1.207698e-08 2.917557e-04 8.787030e-14 1.832310e-02 2.263399e-02 2.101569e-08 3.940154e-02 1.393509e-03 8.986508e-01 6.340710e-08 5.057923e-18 9.674586e-20 1.288003e-13 4.738117e-11 7.818589e-16
1.019372e+00 5.037646e+00 2.551317e+03 2.536329e+06 8.791198e+02 1.930100e-02 1.133994e-07 1.176165e-08 2.912363e-04 8.221685e-14 1.832311e-02 2.263480e-02 2.037737e-08 3.940206e-02 1.393487e-03 8.986500e-01 6.155985e-08 5.822945e-18 9.684805e-20 1.396747e-13 4.738127e-11 7.820737e-16
1.021930e+00 4.986556e+00 2.546971e+03 2.506329e+06 8.859034e+02 1.930100e-02 1.088396e-07 1.140698e-08 2.905812e-04 7.571062e-14 1.832312e-02 2.263580e-02 1.965765e-08 3.940265e-02 1.393462e-03 8.986491e-01 5.948659e-08 6.740188e-18 9.695292e-20 1.520355e-13 4.738129e-11 7.823162e-16
1.024492e+00 4.938457e+00 2.542846e+03 2.478132e+06 8.922950e+02 1.930100e-02 1.046769e-07 1.108240e-08 2.899118e-04 6.980390e-14 1.832314e-02 2.263678e-02 1.899773e-08 3.940320e-02 1.393437e-03 8.986482e-01 5.759309e-08 7.623682e-18 9.703741e-20 1.634109e-13 4.738121e-11 7.825376e-16
1.027624e+00 4.883127e+00 2.538060e+03 2.445753e+06 8.996553e+02 1.930100e-02 1.000382e-07 1.071950e-08 2.890803e-04 6.340420e-14 1.832315e-02 2.263797e-02 1.825868e-08 3.940382e-02 1.393409e-03 8.986473e-01 5.547965e-08 8.648436e-18 9.711627e-20 1.761354e-13 4.738099e-11 7.827829e-16
1.030760e+00 4.830958e+00 2.533505e+03 2.415280e+06 9.066033e+02 1.930100e-02 9.580724e-08 1.038707e-08 2.882374e-04 5.781249e-14 1.832317e-02 2.263914e-02 1.758091e-08 3.940439e-02 1.393381e-03 8.986464e-01 5.354688e-08 9.608468e-18 9.717156e-20 1.877399e-13 4.738066e-11 7.830041e-16
1.034569e+00 4.771284e+00 2.528245e+03 2.380491e+06 9.145625e+02 1.930100e-02 9.113144e-08 1.001781e-08 2.872056e-04 5.195292e-14 1.832318e-02 2.264053e-02 1.682739e-08 3.940502e-02 1.393350e-03 8.986454e-01 5.140295e-08 1.068133e-17 9.721098e-20 2.005090e-13 4.738013e-11 7.832446e-16
1.038385e+00 4.714950e+00 2.523229e+03 2.347716e+06 9.220884e+02 1.930100e-02 8.687355e-08 9.679557e-09 2.861678e-04 4.692789e-14 1.832320e-02 2.264190e-02 1.613679e-08 3.940559e-02 1.393320e-03 8.986445e-01 4.944151e-08 1.165349e-17 9.722384e-20 2.120397e-13 4.737947e-11 7.834585e-16
1.042990e+00 4.650869e+00 2.517463e+03 2.310512e+06 9.306661e+02 1.930100e-02 8.220850e-08 9.306455e-09 2.849157e-04 4.176324e-14 1.832321e-02 2.264350e-02 1.537490e-08 3.940621e-02 1.393286e-03 8.986436e-01 4.728014e-08 1.269331e-17 9.720879e-20 2.245146e-13 4.737855e-11 7.836860e-16
1.047605e+00 4.590314e+00 2.511952e+03 2.275435e+06 9.387893e+02 1.930100e-02 7.797032e-08 8.964928e-09 2.836659e-04 3.737577e-14 1.832323e-02 2.264507e-02 1.467763e-08 3.940675e-02 1.393254e-03 8.986427e-01 4.530340e-08 1.359633e-17 9.716470e-20 2.356588e-13 4.737750e-11 7.838851e-16
1.052231e+00 4.532802e+00 2.506662e+03 2.242192e+06 9.465216e+02 1.930100e-02 7.409366e-08 8.650148e-09 2.824225e-04 3.360842e-14 1.832325e-02 2.264660e-02 1.403527e-08 3.940724e-02 1.393223e-03 8.986420e-01 4.348250e-08 1.437125e-17 9.709543e-20 2.456580e-13 4.737634e-11 7.840598e-16
1.058118e+00 4.463564e+00 2.500219e+03 2.202263e+06 9.558557e+02 1.930100e-02 6.961329e-08 8.283179e-09 2.808577e-04 2.953523e-14 1.832327e-02 2.264848e-02 1.328701e-08 3.940778e-02 1.393186e-03 8.986412e-01 4.136040e-08 1.518629e-17 9.697627e-20 2.569431e-13 4.737474e-11 7.842516e-16
1.064022e+00 4.398013e+00 2.494042e+03 2.164556e+06 9.647196e+02 1.930100e-02 6.555484e-08 7.947515e-09 2.793124e-04 2.609916e-14 1.832328e-02 2.265029e-02 1.260345e-08 3.940825e-02 1.393152e-03 8.986405e-01 3.941978e-08 1.583110e-17 9.682704e-20 2.668751e-13 4.737302e-11 7.844147e-16
1.071154e+00 4.323292e+00 2.486906e+03 2.121689e+06 9.748589e+02 1.930100e-02 6.113913e-08 7.578382e-09 2.774818e-04 2.262387e-14 1.832330e-02 2.265240e-02 1.185297e-08 3.940872e-02 1.393112e-03 8.986397e-01 3.728547e-08 1.641039e-17 9.661372e-20 2.773272e-13 4.737083e-11 7.845793e-16
1.078310e+00 4.252589e+00 2.480058e+03 2.081240e+06 9.844901e+02 1.930100e-02 5.716165e-08 7.241976e-09 2.756880e-04 1.972315e-14 1.832332e-02 2.265442e-02 1.117052e-08 3.940911e-02 1.393076e-03 8.986391e-01 3.534002e-08 1.680422e-17 9.636949e-20 2.863887e-13 4.736852e-11 7.847146e-16
1.085489e+00 4.185397e+00 2.473460e+03 2.042902e+06 9.936790e+02 1.930100e-02 5.355695e-08 6.933535e-09 2.739332e-04 1.727735e-14 1.832334e-02 2.265637e-02 1.054632e-08 3.940942e-02 1.393041e-03 8.986387e-01 3.355561e-08 1.704180e-17 9.609945e-20 2.942831e-13 4.736612e-11 7.848254e-16
1.092692e+00 4.121310e+00 2.467085e+03 2.006432e+06 1.002478e+03 1.930100e-02 5.027352e-08 6.649309e-09 2.722186e-04 1.519785e-14 1.832336e-02 2.265823e-02 9.972689e-09 3.940967e-02 1.393009e-03 8.986383e-01 3.191052e-08 1.714877e-17 9.580783e-20 3.011904e-13 4.736366e-11 7.849157e-16
1.102592e+00 4.038006e+00 2.458672e+03 1.959166e+06 1.013973e+03 1.930100e-02 4.622425e-08 6.293986e-09 2.699378e-04 1.282339e-14 1.832338e-02 2.266067e-02 9.258080e-09 3.940993e-02 1.392967e-03 8.986379e-01 2.985257e-08 1.712430e-17 9.538001e-20 3.093134e-13 4.736020e-11 7.850116e-16
1.112537e+00 3.959227e+00 2.450580e+03 1.914617e+06 1.024905e+03 1.930100e-02 4.261552e-08 5.972289e-09 2.677335e-04 1.088370e-14 1.832340e-02 2.266298e-02 8.614040e-09 3.941010e-02 1.392928e-03 8.986377e-01 2.798831e-08 1.694391e-17 9.492552e-20 3.161555e-13 4.735668e-11 7.850812e-16
1.122526e+00 3.884432e+00 2.442771e+03 1.872456e+06 1.035343e+03 1.930100e-02 3.938050e-08 5.679329e-09 2.656048e-04 9.283751e-15 1.832341e-02 2.266517e-02 8.030403e-09 3.941019e-02 1.392892e-03 8.986375e-01 2.628961e-08 1.664612e-17 9.445021e-20 3.219501e-13 4.735312e-11 7.851296e-16
1.132560e+00 3.813183e+00 2.435214e+03 1.832420e+06 1.045344e+03 1.930100e-02 3.646633e-08 5.411235e-09 2.635499e-04 7.953556e-15 1.832343e-02 2.266725e-02 7.499154e-09 3.941022e-02 1.392858e-03 8.986375e-01 2.473449e-08 1.626168e-17 9.395879e-20 3.268811e-13 4.734953e-11 7.851605e-16
1.145838e+00 3.724182e+00 2.425604e+03 1.782582e+06 1.057923e+03 1.930100e-02 3.304741e-08 5.090925e-09 2.609532e-04 6.525175e-15 1.832345e-02 2.266984e-02 6.868628e-09 3.941019e-02 1.392817e-03 8.986375e-01 2.287603e-08 1.566450e-17 9.329379e-20 3.323033e-13 4.734480e-11 7.851802e-16
1.159193e+00 3.640037e+00 2.416338e+03 1.735645e+06 1.069909e+03 1.930100e-02 3.003295e-08 4.802548e-09 2.584748e-04 5.384774e-15 1.832347e-02 2.267227e-02 6.305644e-09 3.941009e-02 1.392778e-03 8.986377e-01 2.120339e-08 1.500098e-17 9.261442e-20 3.367402e-13 4.734007e-11 7.851807e-16
1.172626e+00 3.560207e+00 2.407379e+03 1.691280e+06 1.081368e+03 1.930100e-02 2.736066e-08 4.541472e-09 2.561087e-04 4.466096e-15 1.832349e-02 2.267455e-02 5.800463e-09 3.940992e-02 1.392743e-03 8.986380e-01 1.969020e-08 1.430203e-17 9.192614e-20 3.403915e-13 4.733538e-11 7.851663e-16
1.186135e+00 3.484245e+00 2.398693e+03 1.649217e+06 1.092359e+03 1.930100e-02 2.498088e-08 4.303990e-09 2.538488e-04 3.720590e-15 1.832350e-02 2.267671e-02 5.345313e-09 3.940971e-02 1.392710e-03 8.986383e-01 1.831558e-08 1.358983e-17 9.123322e-20 3.434114e-13 4.733073e-11 7.851403e-16
1.203879e+00 3.390328e+00 2.387731e+03 1.597423e+06 1.106073e+03 1.930100e-02 2.224917e-08 4.024602e-09 2.510500e-04 2.948397e-15 1.832352e-02 2.267933e-02 4.816101e-09 3.940939e-02 1.392670e-03 8.986389e-01 1.670194e-08 1.266642e-17 9.032770e-20 3.466014e-13 4.732473e-11 7.850932e-16
1.221754e+00 3.301687e+00 2.377146e+03 1.548756e+06 1.119151e+03 1.930100e-02 1.987525e-08 3.774817e-09 2.484097e-04 2.350638e-15 1.832354e-02 2.268177e-02 4.349769e-09 3.940901e-02 1.392634e-03 8.986395e-01 1.526462e-08 1.176977e-17 8.942564e-20 3.491221e-13 4.731885e-11 7.850350e-16
1.239761e+00 3.217761e+00 2.366899e+03 1.502876e+06 1.131662e+03 1.930100e-02 1.780152e-08 3.550236e-09 2.459160e-04 1.883872e-15 1.832356e-02 2.268404e-02 3.936937e-09 3.940861e-02 1.392600e-03 8.986401e-01 1.397837e-08 1.091381e-17 8.853126e-20 3.511253e-13 4.731308e-11 7.849686e-16
1.257899e+00 3.138082e+00 2.356959e+03 1.459501e+06 1.143663e+03 1.930100e-02 1.598203e-08 3.347324e-09 2.435582e-04 1.516812e-15 1.832357e-02 2.268617e-02 3.570075e-09 3.940818e-02 1.392569e-03 8.986408e-01 1.282302e-08 1.010617e-17 8.764767e-20 3.527251e-13 4.730743e-11 7.848966e-16
1.281367e+00 3.041427e+00 2.344609e+03 1.407129e+06 1.158397e+03 1.930100e-02 1.396033e-08 3.114074e-09 2.407156e-04 1.155245e-15 1.832359e-02 2.268870e-02 3.156752e-09 3.940762e-02 1.392532e-03 8.986417e-01 1.150547e-08 9.145868e-18 8.653330e-20 3.543258e-13 4.730035e-11 7.847986e-16
1.305052e+00 2.950426e+00 2.332672e+03 1.358073e+06 1.172454e+03 1.930100e-02 1.223312e-08 2.906829e-09 2.380614e-04 8.854667e-16 1.832361e-02 2.269104e-02 2.798364e-09 3.940704e-02 1.392498e-03 8.986426e-01 1.034760e-08 8.271718e-18 8.544369e-20 3.555387e-13 4.729349e-11 7.846968e-16
1.328954e+00 2.864503e+00 2.321111e+03 1.311983e+06 1.185903e+03 1.930100e-02 1.075008e-08 2.721597e-09 2.355787e-04 6.824283e-16 1.832362e-02 2.269320e-02 2.486246e-09 3.940647e-02 1.392467e-03 8.986435e-01 9.325720e-09 7.480734e-18 8.438093e-20 3.564620e-13 4.728682e-11 7.845931e-16
